Object ID,National Inventory of Dams ID (NID ID),Other Structure ID,Federal ID,Data Last Updated,Dam Name,Other Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude (North–South),Longitude (East–West),State or Territory,County and State,Nearest City or Town,Distance to Nearest City/Town (Miles),River or Stream,Congressional Representative District,Congressional Representative,Federal Agency Owner,Federal Agency Involvement in Funding,Federal Agency Involvement in Design,Federal Agency Involvement in Construction,Federal Agency Involvement in Regulatory,Federal Agency Involvement in Inspection,Federal Agency Involvement in Operation,Federal Agency Involvement – Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,The material upon which dam is founded,Dam Height (feet),Hydraulic Height (feet),Structural Height (feet),National Inventory of Dams (NID) Height,Dam Length (feet),Dam Volume (cubic yards),Year Completed,National Inventory of Dams (NID) Storage,Maximum Storage,Normal Storage (acre feet),Surface Area (acres),Drainage Area (Square Miles),Maximum Discharge,Spillway Type,Spillway Width (feet),Number of Locks,Length of Locks (feet),Lock Width (feet),Year Modified,Outlet Gates,Number of Associated Structures,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Dam Condition Assessment,Recent Dam Assessment Date,Emergency Action Plan (EAP) Prepared,Emergency Action Plan (EAP) Last Reviewed Date,SE_ANNO_CAD_DATA,Former Names,Is Associated Structure?,American Indian/Alaska Native/Native Hawaiian,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Natural Resources Conservation Service (NRCS) Watershed Dam Authorization,Operational Status,Operational Status Date,Website URL,x,y
1057,CA00590,,CA00590,9/13/2024 12:00:00 PM,Sleepy Hollow No. 2,,Private,Private,426,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.1584,-122.4954,California,"Sonoma, California",,,Tr Petaluma Cr,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,39,33,,39,600,,1949,104,104,,5,0.78,,,,,,,,,,6/4/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,11/16/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.4954,38.1584
1058,CA00600,,CA00600,4/2/2025 12:00:00 PM,Willow Hill Reservoir,,Local Government,Local Government,453.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6477,-121.155,California,"Sacramento, California",Folsom,0.1,Tr American Rv,"Congressional District 03, California",Ami Bera (D),,,,,,,,,Water Supply,"Irrigation, Tailings, Water Supply",Earth,Earth,,,24,20,,24,240,,,125,125,,13,0.06,,,,,,,,,,7/18/2023 12:00:00 PM,1,High,Fair,9/1/2017 12:00:00 PM,,3/24/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.155,38.6477
1059,CA00601,,CA00601,9/13/2024 12:00:00 PM,Blodgett,,Private,Private,454,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.5202,-121.2141,California,"Sacramento, California",Elk Grove,6.2,Laguna Creek,"Congressional District 06, California",Ami Bera (D),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,19,15,,19,990,,1939,374,374,,50,2,,,,,,,,,,1/9/2024 12:00:00 PM,1,Significant,Satisfactory,4/12/2023 12:00:00 PM,,6/5/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,4/12/2023 12:00:00 PM,https://damsafety.org/california,-121.2141,38.5202
1060,CA00311,,CA00311,4/2/2025 12:00:00 PM,Crescent Weir,,Private,Private,84,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.3853,-119.8771,California,"Kings, California",,,Zalda Creek,"Congressional District 20, California",TJ Cox (D),,,,,,,,,Other,"Irrigation, Other",Buttress,Buttress,,,16,6,,16,327,,1933,50,50,,9,1600,,,,,,,,,,3/28/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.8771,36.3853
1061,CA00312,,CA00312,11/25/2024 12:00:00 PM,Matilija,,Local Government,Local Government,86,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.4838,-119.3084,California,"Ventura, California",Ojala,2,Matilija Creek,"Congressional District 26, California",Julia Brownley (D),,,,,,,,,Other,"Irrigation, Other, Water Supply",Arch,Arch,,,163,120,,163,620,,1949,1800,1800,,86,55,,,,,,,,,,7/11/2023 12:00:00 PM,1,High,Poor,9/1/2017 12:00:00 PM,,8/9/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.3084,34.4838
1062,CA00321,,CA00321,9/13/2024 12:00:00 PM,Novato Creek,,Public Utility,Public Utility,88,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.118,-122.6368,California,"Marin, California",Novato,1.75,Novato Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,71,53,,71,650,,1951,4430,4430,,195,8.64,,,,,,,,,,1/30/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,9/23/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.6368,38.1180000000001
1063,CA00692,,CA00692,9/13/2024 12:00:00 PM,Los Padres,,Private,Private,642.004,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.386,-121.6682,California,"Monterey, California",Carmel Valley,6,Carmel River,"Congressional District 19, California",Jimmy Panetta (D),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,148,130,,148,570,,1949,3100,3100,,67,44.9,,,,,,,,,,6/18/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/2/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.6682,36.386
1064,CA00693,,CA00693,4/2/2025 12:00:00 PM,Black Rock Creek,,Private,Private,643,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.412,-121.7721,California,"Monterey, California",,,Nfk Black Rock Cr,"Congressional District 19, California",Jimmy Panetta (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,54,49,,54,150,,1925,30,54,,4,3.35,,,,,,,,,,9/13/2023 12:00:00 PM,1,Low,Satisfactory,2/1/2024 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/1/2024 12:00:00 PM,https://damsafety.org/california,-121.7721,36.412
1065,CA01346,,CA01346,4/2/2025 12:00:00 PM,Whispering Oaks,,Private,Private,1671,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.4703,-120.1122,California,"Mariposa, California",,,Bear Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Recreation, Water Supply",Gravity,Gravity,,,31,24,,31,250,,1968,69,69,,8,26.5,,,,,,,,,,5/14/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.1122,37.4703000000001
1066,CA01348,,CA01348,9/13/2024 12:00:00 PM,Cache Creek Settling Basin,,State,State,1.084,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6782,-121.673,California,"Yolo, California",,,Cache Creek,"Congressional District 04, California",John Garamendi (D),,,,,,,,,Debris Control,Debris Control,Earth,Earth,,,29,14,,29,40083,,1993,3800,3800,,3600,,,,,,,,,,,1/23/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.673,38.6782000000001
1067,CA01350,,CA01350,9/13/2024 12:00:00 PM,Langtry,,Private,Private,392.005,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.7153,-122.5328,California,"Lake, California",,,Tr Cassidy Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,50,45,,50,450,,1992,525,525,,34,0.57,,,,,,,,,,10/10/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.5328,38.7153000000001
1068,CA01356,,CA01356,9/13/2024 12:00:00 PM,Copper Cove,,Local Government,Local Government,1024.009,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.9088,-120.6278,California,"Calaveras, California",,,Tr Littlejohns Cr,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Other, Water Supply",Earth,Earth,,,42,38,,42,1308,,1993,205,205,,18,0.1,,,,,,,,,,7/25/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.6278,37.9088
1069,CA01360,,CA01360,9/13/2024 12:00:00 PM,Bee Canyon Retention Basin,,Local Government,Local Government,1012.009,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.7057,-117.7138,California,"Orange, California",,,Bee Canyon Wash,"Congressional District 40, California",Katie Porter (D),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,62,51,,62,570,,1994,243,243,,14,1.29,,,,,,,,,,9/13/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.7138,33.7057
1090,CA01094,,CA01094,9/13/2024 12:00:00 PM,Soda Lake,,Private,Private,636,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.9061,-121.6104,California,"Santa Cruz, California",Watsonville,5,Tr Pajaro River,"Congressional District 18, California",Jimmy Panetta (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,44,41,,44,3686,,1978,2631,2631,,72,0.19,,,,,,,,,,2/7/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/27/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.6104,36.9061
1094,CA01206,,CA01206,9/13/2024 12:00:00 PM,Anderson Ranch,,Private,Private,1303,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.2956,-121.0647,California,"Nevada, California",,,Tr So Yuba Rv,"Congressional District 03, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Hydroelectric, Irrigation, Recreation, Water Supply",Earth,Earth,,,47,43,,47,227,,1989,30,30,,2,0.23,,,,,,,,,,11/14/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.0647,39.2956
1095,CA01495,,CA01495,11/13/2024 12:00:00 PM,Etiwanda Debris Basin,,Local Government,Local Government,87.018,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.1543,-117.512,California,"San Bernardino, California",Rancho Cucamonga,0.4,East Etiwanda Creek,"Congressional District 33, California",Pete Aguilar (D),,,,,,,,,Flood Risk Reduction,"Flood Risk Reduction, Other",Earth,Earth,,,51,37,,51,4175,,2008,283,283,,24.9,5.42,,,,,,,,,,1/22/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/20/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.512,34.1543
1096,CA01498,,CA01498,9/13/2024 12:00:00 PM,Bap Pond 5,,Private,Private,738.006,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,35.051,-117.737,California,"Kern, California",,,offstream,"Congressional District 23, California",Kevin McCarthy (R),,,,,,,,,Water Supply,"Tailings, Water Supply",Earth,Earth,,,46,42,,46,4866,,2008,1113.6,1113.6,,33.2,0,,,,,,,,,,12/5/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.737,35.051
1097,CA01502,,CA01502,9/13/2024 12:00:00 PM,Upland Basin,,Local Government,Local Government,1805,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.0966,-117.698,California,"San Bernardino, California",Montclair,0,,"Congressional District 35, California",Pete Aguilar (D),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,20,16,,20,2275,,2008,362,362,,27.9,0.03,,,,,,,,,,2/21/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,12/8/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.698,34.0966
1098,CA01505,,CA01505,9/13/2024 12:00:00 PM,Pond K,,Private,Private,1583.003,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.337,-120.9588,California,"Amador, California",,,Offstream,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Tailings,Tailings,Earth,Earth,,,22,18,,22,1250,,2006,1056,1056,,69,0.34,,,,,,,,,,1/11/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9588,38.337
1099,CA01516,,CA01516,9/13/2024 12:00:00 PM,Veeder Hills Dam,,Private,Private,5412,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.3413,-122.3814,California,"Napa, California",,,Pickle Canyon Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Irrigation,Irrigation,Earth,Earth,,,42,38,,42,350,,,23.5,23.9,,1.92,,,,,,,,,,,3/26/2024 12:00:00 PM,1,Significant,Fair,9/1/2017 12:00:00 PM,,12/26/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.3814,38.3413
1105,CA01104,,CA01104,9/13/2024 12:00:00 PM,Meadow Lane,,Local Government,Local Government,1050.003,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.3739,-122.776,California,"Sonoma, California",Santa Rosa,0,Offstream,"Congressional District 02, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Other, Water Supply",Earth,Earth,,,30,26,,30,9500,,1979,2100,2100,,100,0.16,,,,,,,,,,4/23/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,1/24/2023 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.776,38.3739
1106,CA01108,,CA01108,11/13/2024 12:00:00 PM,Lake County Sanitation District 2,,Local Government,Local Government,1081.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.1157,-122.9217,California,"Lake, California",North Lakeport,1.3,Tr Lyons Creek,"Congressional District 04, California",John Garamendi (D),,,,,,,,,Water Supply,"Irrigation, Other, Water Supply",Earth,Earth,,,77,72,,77,650,,1976,870,870,,34,0.3,,,,,,,,,,11/29/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,3/15/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.9217,39.1157000000001
1107,CA10162,,CA10162,11/21/2024 12:00:00 PM,Lake Tahoe Dam,Lake Tahoe,Federal,Federal,,0,Private Entity,No,No,No,,No,No,No,DOI BR,39.1671,-120.144,California,"Placer, California",TRUCKEE,17,TRUCKEE RIVER,"Congressional District 03, California",Tom McClintock (R),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Irrigation,Irrigation,Buttress,"Buttress, Concrete, Other",,,18,10,18,18,109,,1913,732000,732000,732000,120000,506.84,0,None,0,0,0,0,"1990 - Seismic, 1990 - Structural",,,8/9/2022 12:00:00 PM,4,High,Not Available,,,11/1/2021 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-120.144,39.1671000000001
1113,CA10170,,CA10170,11/21/2024 12:00:00 PM,Monticello Dam,Lake Berryessa,Federal,Federal,,0,BUREAU OF RECLAMATION,No,No,No,,No,No,No,DOI BR,38.5134,-122.1043,California,"Napa, California",,0,PUTAH CREEK,"Congressional District 04, California",Mike Thompson (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,Irrigation,"Irrigation, Water Supply",Concrete,"Arch, Concrete",,,255,273,304,304,1023,,1957,1854819,1902086,1602278,20240,567.45,47300,Uncontrolled,67,0,0,0,,,,3/10/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-122.1043,38.5134
1114,CA10174,,CA10174,11/21/2024 12:00:00 PM,Nimbus Dam,Lake Natoma,Federal,Federal,,0,,No,No,No,,No,No,No,DOI BR,38.6362,-121.2197,California,"Sacramento, California",FAIR OAKS,3,AMERICAN RIVER,"Congressional District 03, California",Ami Bera (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Fish and Wildlife Pond,"Fish and Wildlife Pond, Hydroelectric, Irrigation, Recreation",Concrete,"Concrete, Gravity",,,87,46,87,87,1093,,1955,8800,8800,8800,540,1899.84,300000,Controlled,720,0,0,0,,Tainter (radial) - 18,,9/18/2020 12:00:00 PM,4,High,Not Available,,,11/30/2021 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-121.2197,38.6362
1139,CA00997,,CA00997,11/13/2024 12:00:00 PM,Indian Creek,,Private,Private,1462,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.7258,-120.9223,California,"El Dorado, California",Placerville,0.5,Indian Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,36,32,,36,685,,1946,457,457,,36,6.81,,,,,,,,,,12/11/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,10/6/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9223,38.7258
1140,CA00998,,CA00998,9/13/2024 12:00:00 PM,Barnett,,Private,Private,1464,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.6438,-120.948,California,"El Dorado, California",,,Barnett Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,18,13,,18,688,,1948,115,115,,17,0.63,,,,,,,,,,1/11/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,3/5/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.948,38.6438000000001
1141,CA01001,,CA01001,11/13/2024 12:00:00 PM,Volo Mining Company,,Private,Private,1468,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.7126,-120.8765,California,"El Dorado, California",Rural Placerville,0,Indian Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Other,"Other, Water Supply",Earth,Earth,,,35,26,,35,335,,1958,148,148,,14,1.82,,,,,,,,,,1/25/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,4/5/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.8765,38.7126000000001
1142,CA01002,,CA01002,9/13/2024 12:00:00 PM,Tanner,,Private,Private,1490,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.234,-120.3768,California,"Calaveras, California",,,Cowell Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,35,29,,35,335,,1959,124,124,,12,2.52,,,,,,,,,,2/2/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,10/4/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.3768,38.234
1143,CA01003,,CA01003,9/13/2024 12:00:00 PM,Hein,,Private,Private,1491,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.1601,-120.9299,California,"Calaveras, California",,,Tr Bear Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,16,12,,16,1250,,1962,145,145,,26,0.7,,,,,,,,,,1/11/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.9299,38.1601000000001
1144,CA01005,,CA01005,9/13/2024 12:00:00 PM,White Pines,,Local Government,Local Government,1024.004,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.2682,-120.3434,California,"Calaveras, California",,,San Antonio Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,35,24,,35,650,,1970,262,262,,26,11.8,,,,,,,,,,7/25/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.3434,38.2682
1145,CA01007,,CA01007,11/12/2024 12:00:00 PM,Coastways,,Private,Private,1600,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.1184,-122.3041,California,"San Mateo, California",,,Tr Ano Nuevo Creek,"Congressional District 16, California",Anna G. Eshoo (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,46,44,,46,1000,,1951,100,100,,9,0.12,,,,,,,,,,5/21/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,4/25/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.3041,37.1184000000001
1146,CA01011,,CA01011,9/13/2024 12:00:00 PM,Coit,,State,State,1.077,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.1383,-121.4278,California,"Santa Clara, California",,,Tr Nfk Pacheco Cr,"Congressional District 18, California",Zoe Lofgren (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,54,49,,54,400,,1956,275,275,,17,0.54,,,,,,,,,,6/17/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.4278,37.1383000000001
1152,CA01121,,CA01121,9/13/2024 12:00:00 PM,Middle Lake,,Private,Private,1681,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.1415,-119.8326,California,"Madera, California",,,Tr Buzzard Canyon,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,26,20,,26,370,,1953,74,74,,8,0.55,,,,,,,,,,4/11/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.8326,37.1415000000001
1153,CA01378,,CA01378,9/13/2024 12:00:00 PM,Round Canyon Retarding Basin,,Local Government,Local Government,1012.01,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.6998,-117.6996,California,"Orange, California",,,Round Can Wash,"Congressional District 40, California",Katie Porter (D),,,,,,,,,Flood Risk Reduction,"Flood Risk Reduction, Water Supply",Earth,Earth,,,98,88,,98,750,,1994,286,286,,16,1.7,,,,,,,,,,9/13/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.6996,33.6998
1154,CA01405,,CA01405,11/13/2024 12:00:00 PM,Jurupa Basin,,Local Government,Local Government,87.015,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,34.0483,-117.5086,California,"San Bernardino, California",Fontana,0,San Sevaine Creek,"Congressional District 35, California",Norma J. Torres (D),,,,,,,,,Flood Risk Reduction,"Flood Risk Reduction, Irrigation, Other, Water Supply",Earth,Earth,,,29,18,,29,7000,,2001,1680,1680,,56,,,,,,,,,,,1/23/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,2/14/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.5086,34.0483
1155,CA01410,,CA01410,9/13/2024 12:00:00 PM,Diamond Valley Lake,,Public Utility,Public Utility,35.018,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.6811,-117.0661,California,"Riverside, California",Menifee,4.5,Domenigoni Valley Cr,"Congressional District 41, California",Ken Calvert (R),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,284,271,,284,8300,,2000,800000,800000,,4860,,,,,,,,,,,10/5/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,2/23/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.0661,33.6811000000001
